Season,Age_adv,Tm_adv,Lg_adv,Pos_adv,G_adv,MP_adv,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Player,RSorPO_adv,Age_pg,Tm_pg,Lg_pg,Pos_pg,G_pg,GS,MP_pg,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,RSorPO_pg
2002-03,24,LAL,NBA,SG,82,3401,26.2,0.55,0.168,0.371,3.5,15.3,9.3,27.2,2.8,1.4,11.4,32.9,11.0,4.0,14.9,0.21,6.1,0.3,6.4,7.1,Kobe Bryant,Regular Season,24,LAL,NBA,SG,12,12,44.3,11.4,26.4,0.43,2.1,5.2,0.4,9.3,21.3,0.439,0.472,7.2,8.7,0.83,1.3,3.8,5.1,5.2,1.2,0.1,3.5,2.9,32.1,Playoffs
2002-03,24,LAL,NBA,SG,12,531,22.2,0.531,0.196,0.328,3.3,10.1,6.6,22.8,1.4,0.1,10.4,34.0,1.2,0.2,1.5,0.131,3.4,-1.1,2.3,0.6,Kobe Bryant,Playoffs,24,LAL,NBA,SG,82,82,41.5,10.6,23.5,0.45,1.5,4.0,0.38,9.1,19.5,0.465,0.483,7.3,8.7,0.84,1.3,5.6,6.9,5.9,2.2,0.8,3.5,2.7,30.0,Regular Season
2002-03,24,LAL,NBA,SG,12,531,22.2,0.531,0.196,0.328,3.3,10.1,6.6,22.8,1.4,0.1,10.4,34.0,1.2,0.2,1.5,0.131,3.4,-1.1,2.3,0.6,Kobe Bryant,Playoffs,24,LAL,NBA,SG,12,12,44.3,11.4,26.4,0.43,2.1,5.2,0.4,9.3,21.3,0.439,0.472,7.2,8.7,0.83,1.3,3.8,5.1,5.2,1.2,0.1,3.5,2.9,32.1,Playoffs
2003-04,25,LAL,NBA,SG,65,2447,23.7,0.551,0.184,0.452,4.7,12.0,8.3,24.4,2.4,0.8,10.8,29.1,7.8,3.0,10.7,0.21,5.5,0.2,5.7,4.7,Kobe Bryant,Regular Season,25,LAL,NBA,SG,65,64,37.6,7.9,18.1,0.44,1.1,3.3,0.33,6.8,14.8,0.463,0.468,7.0,8.2,0.85,1.6,3.9,5.5,5.1,1.7,0.4,2.6,2.7,24.0,Regular Season
2003-04,25,LAL,NBA,SG,65,2447,23.7,0.551,0.184,0.452,4.7,12.0,8.3,24.4,2.4,0.8,10.8,29.1,7.8,3.0,10.7,0.21,5.5,0.2,5.7,4.7,Kobe Bryant,Regular Season,25,LAL,NBA,SG,22,22,44.2,8.6,20.9,0.41,1.1,4.4,0.25,7.5,16.5,0.457,0.439,6.1,7.5,0.81,0.8,3.9,4.7,5.5,1.9,0.3,2.8,2.7,24.5,Playoffs
2003-04,25,LAL,NBA,SG,22,973,21.0,0.506,0.211,0.361,2.2,10.3,6.2,25.6,2.4,0.6,10.3,29.8,2.1,0.8,2.9,0.145,3.5,1.1,4.6,1.6,Kobe Bryant,Playoffs,25,LAL,NBA,SG,65,64,37.6,7.9,18.1,0.44,1.1,3.3,0.33,6.8,14.8,0.463,0.468,7.0,8.2,0.85,1.6,3.9,5.5,5.1,1.7,0.4,2.6,2.7,24.0,Regular Season
2003-04,25,LAL,NBA,SG,22,973,21.0,0.506,0.211,0.361,2.2,10.3,6.2,25.6,2.4,0.6,10.3,29.8,2.1,0.8,2.9,0.145,3.5,1.1,4.6,1.6,Kobe Bryant,Playoffs,25,LAL,NBA,SG,22,22,44.2,8.6,20.9,0.41,1.1,4.4,0.25,7.5,16.5,0.457,0.439,6.1,7.5,0.81,0.8,3.9,4.7,5.5,1.9,0.3,2.8,2.7,24.5,Playoffs
2004-05,26,LAL,NBA,SG,66,2689,23.3,0.563,0.292,0.502,4.0,12.4,8.2,28.5,1.7,1.4,14.3,31.7,7.1,1.0,8.1,0.145,5.6,-1.0,4.6,4.5,Kobe Bryant,Regular Season,26,LAL,NBA,SG,66,66,40.7,8.7,20.1,0.43,2.0,5.9,0.34,6.7,14.2,0.472,0.482,8.2,10.1,0.81,1.4,4.5,5.9,6.0,1.3,0.8,4.1,2.6,27.6,Regular Season
2005-06,27,LAL,NBA,SG,80,3277,28.0,0.559,0.238,0.377,2.6,12.7,7.6,24.1,2.4,0.7,9.0,38.7,11.6,3.7,15.3,0.224,7.3,-1.5,5.8,6.5,Kobe Bryant,Regular Season,27,LAL,NBA,SG,80,80,41.0,12.2,27.2,0.45,2.3,6.5,0.35,10.0,20.7,0.482,0.491,8.7,10.2,0.85,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,Regular Season
2005-06,27,LAL,NBA,SG,80,3277,28.0,0.559,0.238,0.377,2.6,12.7,7.6,24.1,2.4,0.7,9.0,38.7,11.6,3.7,15.3,0.224,7.3,-1.5,5.8,6.5,Kobe Bryant,Regular Season,27,LAL,NBA,SG,7,7,44.9,10.3,20.7,0.5,2.0,5.0,0.4,8.3,15.7,0.527,0.545,5.3,6.9,0.77,0.6,5.7,6.3,5.1,1.1,0.4,4.7,3.6,27.9,Playoffs
2005-06,27,LAL,NBA,SG,7,314,19.9,0.587,0.241,0.331,1.5,16.9,8.8,21.5,1.3,0.8,16.6,28.9,0.5,0.1,0.6,0.087,1.0,1.2,2.2,0.3,Kobe Bryant,Playoffs,27,LAL,NBA,SG,80,80,41.0,12.2,27.2,0.45,2.3,6.5,0.35,10.0,20.7,0.482,0.491,8.7,10.2,0.85,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,Regular Season
2005-06,27,LAL,NBA,SG,7,314,19.9,0.587,0.241,0.331,1.5,16.9,8.8,21.5,1.3,0.8,16.6,28.9,0.5,0.1,0.6,0.087,1.0,1.2,2.2,0.3,Kobe Bryant,Playoffs,27,LAL,NBA,SG,7,7,44.9,10.3,20.7,0.5,2.0,5.0,0.4,8.3,15.7,0.527,0.545,5.3,6.9,0.77,0.6,5.7,6.3,5.1,1.1,0.4,4.7,3.6,27.9,Playoffs
2006-07,28,LAL,NBA,SG,77,3140,26.1,0.58,0.227,0.437,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,10.8,2.2,13.0,0.199,6.1,-1.4,4.7,5.3,Kobe Bryant,Regular Season,28,LAL,NBA,SG,77,77,40.8,10.6,22.8,0.46,1.8,5.2,0.35,8.8,17.6,0.497,0.502,8.7,10.0,0.87,1.0,4.7,5.7,5.4,1.4,0.5,3.3,2.7,31.6,Regular Season
2006-07,28,LAL,NBA,SG,77,3140,26.1,0.58,0.227,0.437,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,10.8,2.2,13.0,0.199,6.1,-1.4,4.7,5.3,Kobe Bryant,Regular Season,28,LAL,NBA,SG,5,5,43.0,12.0,26.0,0.46,2.0,5.6,0.36,10.0,20.4,0.49,0.5,6.8,7.4,0.92,0.2,5.0,5.2,4.4,1.0,0.4,4.4,2.0,32.8,Playoffs
2006-07,28,LAL,NBA,SG,5,215,24.1,0.561,0.215,0.285,0.5,14.3,6.9,20.0,1.2,0.7,13.1,33.9,0.6,-0.1,0.5,0.121,2.0,1.1,3.1,0.3,Kobe Bryant,Playoffs,28,LAL,NBA,SG,77,77,40.8,10.6,22.8,0.46,1.8,5.2,0.35,8.8,17.6,0.497,0.502,8.7,10.0,0.87,1.0,4.7,5.7,5.4,1.4,0.5,3.3,2.7,31.6,Regular Season
2006-07,28,LAL,NBA,SG,5,215,24.1,0.561,0.215,0.285,0.5,14.3,6.9,20.0,1.2,0.7,13.1,33.9,0.6,-0.1,0.5,0.121,2.0,1.1,3.1,0.3,Kobe Bryant,Playoffs,28,LAL,NBA,SG,5,5,43.0,12.0,26.0,0.46,2.0,5.6,0.36,10.0,20.4,0.49,0.5,6.8,7.4,0.92,0.2,5.0,5.2,4.4,1.0,0.4,4.4,2.0,32.8,Playoffs
2007-08,29,LAL,NBA,SG,82,3192,24.2,0.576,0.246,0.439,3.4,14.1,9.0,23.9,2.4,0.9,11.3,31.4,9.5,4.3,13.8,0.208,5.1,0.3,5.4,6.0,Kobe Bryant,Regular Season,29,LAL,NBA,SG,82,82,38.9,9.5,20.6,0.46,1.8,5.1,0.35,7.6,15.5,0.49,0.503,7.6,9.0,0.84,1.1,5.2,6.3,5.4,1.8,0.5,3.1,2.8,28.3,Regular Season
2007-08,29,LAL,NBA,SG,82,3192,24.2,0.576,0.246,0.439,3.4,14.1,9.0,23.9,2.4,0.9,11.3,31.4,9.5,4.3,13.8,0.208,5.1,0.3,5.4,6.0,Kobe Bryant,Regular Season,29,LAL,NBA,SG,21,21,41.1,10.6,22.0,0.48,1.5,5.0,0.3,9.0,17.0,0.532,0.514,7.5,9.2,0.82,0.9,4.8,5.7,5.6,1.7,0.4,3.3,2.8,30.1,Playoffs
2007-08,29,LAL,NBA,SG,21,863,25.0,0.577,0.229,0.419,2.5,13.0,8.0,26.9,2.1,0.7,11.3,33.0,2.4,0.8,3.2,0.178,5.5,1.3,6.8,1.9,Kobe Bryant,Playoffs,29,LAL,NBA,SG,82,82,38.9,9.5,20.6,0.46,1.8,5.1,0.35,7.6,15.5,0.49,0.503,7.6,9.0,0.84,1.1,5.2,6.3,5.4,1.8,0.5,3.1,2.8,28.3,Regular Season
2007-08,29,LAL,NBA,SG,21,863,25.0,0.577,0.229,0.419,2.5,13.0,8.0,26.9,2.1,0.7,11.3,33.0,2.4,0.8,3.2,0.178,5.5,1.3,6.8,1.9,Kobe Bryant,Playoffs,29,LAL,NBA,SG,21,21,41.1,10.6,22.0,0.48,1.5,5.0,0.3,9.0,17.0,0.532,0.514,7.5,9.2,0.82,0.9,4.8,5.7,5.6,1.7,0.4,3.3,2.8,30.1,Playoffs
2008-09,30,LAL,NBA,SG,82,2960,24.4,0.561,0.196,0.329,3.5,12.8,8.2,23.8,2.1,1.0,9.7,32.2,8.6,4.0,12.7,0.206,4.8,-0.2,4.5,4.9,Kobe Bryant,Regular Season,30,LAL,NBA,SG,82,82,36.1,9.8,20.9,0.47,1.4,4.1,0.34,8.3,16.8,0.496,0.502,5.9,6.9,0.86,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8,Regular Season
2008-09,30,LAL,NBA,SG,82,2960,24.4,0.561,0.196,0.329,3.5,12.8,8.2,23.8,2.1,1.0,9.7,32.2,8.6,4.0,12.7,0.206,4.8,-0.2,4.5,4.9,Kobe Bryant,Regular Season,30,LAL,NBA,SG,23,23,40.9,10.5,23.0,0.46,1.6,4.6,0.35,8.9,18.4,0.483,0.492,7.6,8.6,0.88,0.8,4.5,5.3,5.5,1.7,0.9,2.6,2.6,30.2,Playoffs
2008-09,30,LAL,NBA,SG,23,940,26.8,0.564,0.2,0.372,2.4,12.8,7.6,26.0,2.1,1.9,8.7,32.9,3.3,1.4,4.7,0.238,6.8,0.6,7.5,2.2,Kobe Bryant,Playoffs,30,LAL,NBA,SG,82,82,36.1,9.8,20.9,0.47,1.4,4.1,0.34,8.3,16.8,0.496,0.502,5.9,6.9,0.86,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8,Regular Season
2008-09,30,LAL,NBA,SG,23,940,26.8,0.564,0.2,0.372,2.4,12.8,7.6,26.0,2.1,1.9,8.7,32.9,3.3,1.4,4.7,0.238,6.8,0.6,7.5,2.2,Kobe Bryant,Playoffs,30,LAL,NBA,SG,23,23,40.9,10.5,23.0,0.46,1.6,4.6,0.35,8.9,18.4,0.483,0.492,7.6,8.6,0.88,0.8,4.5,5.3,5.5,1.7,0.9,2.6,2.6,30.2,Playoffs
2009-10,31,LAL,NBA,SG,73,2835,21.9,0.545,0.192,0.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,5.4,4.0,9.4,0.16,3.6,-0.1,3.6,4.0,Kobe Bryant,Regular Season,31,LAL,NBA,SG,73,73,38.8,9.8,21.5,0.46,1.4,4.1,0.34,8.5,17.4,0.487,0.488,6.0,7.4,0.81,1.1,4.3,5.4,5.0,1.5,0.3,3.2,2.6,27.0,Regular Season
2009-10,31,LAL,NBA,SG,73,2835,21.9,0.545,0.192,0.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,5.4,4.0,9.4,0.16,3.6,-0.1,3.6,4.0,Kobe Bryant,Regular Season,31,LAL,NBA,SG,23,23,40.1,10.2,22.2,0.46,2.1,5.7,0.37,8.0,16.5,0.487,0.506,6.7,8.0,0.84,1.1,4.9,6.0,5.5,1.3,0.7,3.4,3.3,29.2,Playoffs
2009-10,31,LAL,NBA,SG,23,923,24.7,0.567,0.256,0.358,3.3,14.0,8.7,26.0,1.8,1.4,11.8,33.2,2.7,0.9,3.6,0.19,5.5,0.4,5.9,1.9,Kobe Bryant,Playoffs,31,LAL,NBA,SG,73,73,38.8,9.8,21.5,0.46,1.4,4.1,0.34,8.5,17.4,0.487,0.488,6.0,7.4,0.81,1.1,4.3,5.4,5.0,1.5,0.3,3.2,2.6,27.0,Regular Season
2009-10,31,LAL,NBA,SG,23,923,24.7,0.567,0.256,0.358,3.3,14.0,8.7,26.0,1.8,1.4,11.8,33.2,2.7,0.9,3.6,0.19,5.5,0.4,5.9,1.9,Kobe Bryant,Playoffs,31,LAL,NBA,SG,23,23,40.1,10.2,22.2,0.46,2.1,5.7,0.37,8.0,16.5,0.487,0.506,6.7,8.0,0.84,1.1,4.9,6.0,5.5,1.3,0.7,3.4,3.3,29.2,Playoffs
2010-11,32,LAL,NBA,SG,82,2779,23.9,0.548,0.217,0.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,6.8,3.5,10.3,0.178,4.7,-0.9,3.8,4.1,Kobe Bryant,Regular Season,32,LAL,NBA,SG,82,82,33.9,9.0,20.0,0.45,1.4,4.3,0.33,7.6,15.6,0.487,0.487,5.9,7.1,0.83,1.0,4.1,5.1,4.7,1.2,0.1,3.0,2.1,25.3,Regular Season
2010-11,32,LAL,NBA,SG,82,2779,23.9,0.548,0.217,0.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,6.8,3.5,10.3,0.178,4.7,-0.9,3.8,4.1,Kobe Bryant,Regular Season,32,LAL,NBA,SG,10,10,35.4,8.3,18.6,0.45,1.2,4.1,0.29,7.1,14.5,0.49,0.478,5.0,6.1,0.82,0.8,2.6,3.4,3.3,1.6,0.3,3.1,2.3,22.8,Playoffs
2010-11,32,LAL,NBA,SG,10,354,20.6,0.536,0.22,0.328,2.7,9.8,6.0,19.1,2.5,0.8,12.7,32.7,0.5,0.2,0.7,0.099,1.9,-0.8,1.1,0.3,Kobe Bryant,Playoffs,32,LAL,NBA,SG,82,82,33.9,9.0,20.0,0.45,1.4,4.3,0.33,7.6,15.6,0.487,0.487,5.9,7.1,0.83,1.0,4.1,5.1,4.7,1.2,0.1,3.0,2.1,25.3,Regular Season
2010-11,32,LAL,NBA,SG,10,354,20.6,0.536,0.22,0.328,2.7,9.8,6.0,19.1,2.5,0.8,12.7,32.7,0.5,0.2,0.7,0.099,1.9,-0.8,1.1,0.3,Kobe Bryant,Playoffs,32,LAL,NBA,SG,10,10,35.4,8.3,18.6,0.45,1.2,4.1,0.29,7.1,14.5,0.49,0.478,5.0,6.1,0.82,0.8,2.6,3.4,3.3,1.6,0.3,3.1,2.3,22.8,Playoffs
2011-12,33,LAL,NBA,SG,58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2.0,6.2,0.132,3.6,-1.4,2.3,2.4,Kobe Bryant,Regular Season,33,LAL,NBA,SG,58,58,38.5,9.9,23.0,0.43,1.5,4.9,0.31,8.4,18.1,0.464,0.462,6.6,7.8,0.85,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,Regular Season
2011-12,33,LAL,NBA,SG,58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2.0,6.2,0.132,3.6,-1.4,2.3,2.4,Kobe Bryant,Regular Season,33,LAL,NBA,SG,12,12,39.7,11.0,25.1,0.44,1.4,5.0,0.28,9.6,20.1,0.477,0.467,6.6,7.9,0.84,1.3,3.5,4.8,4.3,1.3,0.2,2.8,2.8,30.0,Playoffs
2011-12,33,LAL,NBA,SG,12,476,24.4,0.525,0.199,0.316,3.5,9.6,6.5,24.0,1.8,0.3,9.0,35.8,1.4,0.0,1.4,0.143,4.7,-0.9,3.8,0.7,Kobe Bryant,Playoffs,33,LAL,NBA,SG,58,58,38.5,9.9,23.0,0.43,1.5,4.9,0.31,8.4,18.1,0.464,0.462,6.6,7.8,0.85,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,Regular Season
2011-12,33,LAL,NBA,SG,12,476,24.4,0.525,0.199,0.316,3.5,9.6,6.5,24.0,1.8,0.3,9.0,35.8,1.4,0.0,1.4,0.143,4.7,-0.9,3.8,0.7,Kobe Bryant,Playoffs,33,LAL,NBA,SG,12,12,39.7,11.0,25.1,0.44,1.4,5.0,0.28,9.6,20.1,0.477,0.467,6.6,7.9,0.84,1.3,3.5,4.8,4.3,1.3,0.2,2.8,2.8,30.0,Playoffs
2012-13,34,LAL,NBA,SG,78,3013,23.0,0.57,0.255,0.392,2.5,13.1,7.9,29.7,1.8,0.6,13.3,31.9,8.4,2.6,10.9,0.174,5.2,-0.5,4.7,5.1,Kobe Bryant,Regular Season,34,LAL,NBA,SG,78,78,38.6,9.5,20.4,0.47,1.7,5.2,0.33,7.8,15.2,0.51,0.504,6.7,8.0,0.84,0.8,4.7,5.6,6.0,1.4,0.3,3.7,2.2,27.3,Regular Season
2013-14,35,LAL,NBA,SG,6,177,10.7,0.505,0.219,0.288,1.2,14.5,7.8,34.6,1.9,0.4,29.2,28.7,-0.5,0.1,-0.4,-97.0,-4.7,-1.3,-5.9,-0.2,Kobe Bryant,Regular Season,35,LAL,NBA,SG,6,6,29.5,5.2,12.2,0.43,0.5,2.7,0.19,4.7,9.5,0.491,0.445,3.0,3.5,0.86,0.3,4.0,4.3,6.3,1.2,0.2,5.7,1.5,13.8,Regular Season
2014-15,36,LAL,NBA,SG,35,1207,17.6,0.477,0.258,0.338,2.3,16.5,9.1,29.9,2.0,0.5,13.5,34.9,-0.4,0.6,0.2,0.006,1.6,-1.3,0.3,0.7,Kobe Bryant,Regular Season,36,LAL,NBA,SG,35,35,34.5,7.6,20.4,0.37,1.5,5.3,0.28,6.1,15.1,0.401,0.411,5.6,6.9,0.81,0.7,4.9,5.7,5.6,1.3,0.2,3.7,1.9,22.3,Regular Season
2015-16,37,LAL,NBA,SF,66,1863,14.9,0.469,0.42,0.252,2.3,12.3,7.1,19.1,1.7,0.5,9.4,32.2,-0.9,0.5,-0.4,-10.0,0.8,-3.3,-2.5,-0.2,Kobe Bryant,Regular Season,37,LAL,NBA,SF,66,66,28.2,6.0,16.9,0.36,2.0,7.1,0.28,4.0,9.8,0.41,0.417,3.5,4.3,0.81,0.6,3.1,3.7,2.8,0.9,0.2,2.0,1.7,17.6,Regular Season
