Season,Age_adv,Tm_adv,Lg_adv,Pos_adv,G_adv,MP_adv,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Player,RSorPO_adv,Age_pg,Tm_pg,Lg_pg,Pos_pg,G_pg,GS,MP_pg,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,RSorPO_pg
1989-90,26,CHI,NBA,SG,82,3197,31.2,0.606,0.125,0.356,5.3,15.6,10.4,28.6,3.5,1.1,9.8,33.7,14.7,4.3,19.0,0.285,9.7,0.8,10.6,10.1,Michael Jordan,Regular Season,26,CHI,NBA,SG,82,82,39.0,12.6,24.0,0.52,1.1,3.0,0.37,11.5,21.0,0.548,0.55,7.2,8.5,0.85,1.7,5.1,6.9,6.3,2.8,0.7,3.0,2.9,33.6,Regular Season
1989-90,26,CHI,NBA,SG,82,3197,31.2,0.606,0.125,0.356,5.3,15.6,10.4,28.6,3.5,1.1,9.8,33.7,14.7,4.3,19.0,0.285,9.7,0.8,10.6,10.1,Michael Jordan,Regular Season,26,CHI,NBA,SG,16,16,42.1,13.7,26.6,0.52,1.0,3.1,0.32,12.7,23.5,0.54,0.533,8.3,9.9,0.84,1.5,5.7,7.2,6.8,2.8,0.9,3.5,3.4,36.7,Playoffs
1989-90,26,CHI,NBA,SG,16,674,31.7,0.592,0.117,0.373,4.2,16.6,10.2,34.5,3.5,1.5,10.1,36.1,2.7,1.3,4.0,0.284,11.3,3.0,14.3,2.8,Michael Jordan,Playoffs,26,CHI,NBA,SG,82,82,39.0,12.6,24.0,0.52,1.1,3.0,0.37,11.5,21.0,0.548,0.55,7.2,8.5,0.85,1.7,5.1,6.9,6.3,2.8,0.7,3.0,2.9,33.6,Regular Season
1989-90,26,CHI,NBA,SG,16,674,31.7,0.592,0.117,0.373,4.2,16.6,10.2,34.5,3.5,1.5,10.1,36.1,2.7,1.3,4.0,0.284,11.3,3.0,14.3,2.8,Michael Jordan,Playoffs,26,CHI,NBA,SG,16,16,42.1,13.7,26.6,0.52,1.0,3.1,0.32,12.7,23.5,0.54,0.533,8.3,9.9,0.84,1.5,5.7,7.2,6.8,2.8,0.9,3.5,3.4,36.7,Playoffs
1990-91,27,CHI,NBA,SG,82,3034,31.6,0.605,0.051,0.365,4.6,14.3,9.5,25.2,3.7,1.7,8.7,32.9,14.9,5.4,20.3,0.321,8.9,1.8,10.8,9.8,Michael Jordan,Regular Season,27,CHI,NBA,SG,82,82,37.0,12.1,22.4,0.54,0.4,1.1,0.36,11.7,21.3,0.551,0.547,7.0,8.2,0.85,1.4,4.6,6.0,5.5,2.7,1.0,2.5,2.8,31.5,Regular Season
1990-91,27,CHI,NBA,SG,82,3034,31.6,0.605,0.051,0.365,4.6,14.3,9.5,25.2,3.7,1.7,8.7,32.9,14.9,5.4,20.3,0.321,8.9,1.8,10.8,9.8,Michael Jordan,Regular Season,27,CHI,NBA,SG,17,17,40.5,11.6,22.1,0.52,0.6,1.5,0.4,11.0,20.6,0.534,0.537,7.4,8.7,0.85,1.1,5.3,6.4,8.4,2.4,1.4,2.5,3.1,31.1,Playoffs
1990-91,27,CHI,NBA,SG,17,689,32.0,0.6,0.069,0.394,3.4,16.0,9.9,36.7,3.2,2.4,8.9,32.7,3.2,1.5,4.8,0.333,10.8,3.0,13.8,2.8,Michael Jordan,Playoffs,27,CHI,NBA,SG,82,82,37.0,12.1,22.4,0.54,0.4,1.1,0.36,11.7,21.3,0.551,0.547,7.0,8.2,0.85,1.4,4.6,6.0,5.5,2.7,1.0,2.5,2.8,31.5,Regular Season
1990-91,27,CHI,NBA,SG,17,689,32.0,0.6,0.069,0.394,3.4,16.0,9.9,36.7,3.2,2.4,8.9,32.7,3.2,1.5,4.8,0.333,10.8,3.0,13.8,2.8,Michael Jordan,Playoffs,27,CHI,NBA,SG,17,17,40.5,11.6,22.1,0.52,0.6,1.5,0.4,11.0,20.6,0.534,0.537,7.4,8.7,0.85,1.1,5.3,6.4,8.4,2.4,1.4,2.5,3.1,31.1,Playoffs
1991-92,28,CHI,NBA,SG,80,3102,27.7,0.579,0.055,0.325,3.5,15.3,9.5,25.7,3.0,1.5,8.8,31.7,12.1,5.6,17.7,0.274,6.9,1.7,8.6,8.3,Michael Jordan,Regular Season,28,CHI,NBA,SG,80,80,38.8,11.8,22.7,0.52,0.3,1.3,0.23,11.5,21.5,0.533,0.526,6.1,7.4,0.82,1.1,5.3,6.4,6.1,2.3,0.9,2.5,2.5,30.1,Regular Season
1991-92,28,CHI,NBA,SG,80,3102,27.7,0.579,0.055,0.325,3.5,15.3,9.5,25.7,3.0,1.5,8.8,31.7,12.1,5.6,17.7,0.274,6.9,1.7,8.6,8.3,Michael Jordan,Regular Season,28,CHI,NBA,SG,22,22,41.8,13.2,26.4,0.5,0.8,2.0,0.4,12.4,24.4,0.508,0.514,7.4,8.6,0.86,1.7,4.5,6.2,5.8,2.0,0.7,3.7,2.8,34.5,Playoffs
1991-92,28,CHI,NBA,SG,22,920,27.2,0.571,0.076,0.325,4.9,13.2,9.1,28.3,2.6,1.2,10.9,37.1,2.4,1.7,4.1,0.216,8.2,1.4,9.6,2.7,Michael Jordan,Playoffs,28,CHI,NBA,SG,80,80,38.8,11.8,22.7,0.52,0.3,1.3,0.23,11.5,21.5,0.533,0.526,6.1,7.4,0.82,1.1,5.3,6.4,6.1,2.3,0.9,2.5,2.5,30.1,Regular Season
1991-92,28,CHI,NBA,SG,22,920,27.2,0.571,0.076,0.325,4.9,13.2,9.1,28.3,2.6,1.2,10.9,37.1,2.4,1.7,4.1,0.216,8.2,1.4,9.6,2.7,Michael Jordan,Playoffs,28,CHI,NBA,SG,22,22,41.8,13.2,26.4,0.5,0.8,2.0,0.4,12.4,24.4,0.508,0.514,7.4,8.6,0.86,1.7,4.5,6.2,5.8,2.0,0.7,3.7,2.8,34.5,Playoffs
1992-93,29,CHI,NBA,SG,78,3067,29.7,0.564,0.115,0.284,4.9,15.1,9.8,25.2,3.7,1.3,8.4,34.7,12.0,5.2,17.2,0.27,8.3,1.2,9.5,8.9,Michael Jordan,Regular Season,29,CHI,NBA,SG,78,78,39.3,12.7,25.7,0.49,1.0,2.9,0.34,11.7,22.7,0.514,0.515,6.1,7.3,0.84,1.7,5.0,6.7,5.5,2.8,0.8,2.7,2.4,32.6,Regular Season
1992-93,29,CHI,NBA,SG,78,3067,29.7,0.564,0.115,0.284,4.9,15.1,9.8,25.2,3.7,1.3,8.4,34.7,12.0,5.2,17.2,0.27,8.3,1.2,9.5,8.9,Michael Jordan,Regular Season,29,CHI,NBA,SG,19,19,41.2,13.2,27.8,0.47,1.5,3.8,0.39,11.7,24.0,0.489,0.502,7.2,8.9,0.81,1.7,5.1,6.7,6.0,2.1,0.9,2.4,3.1,35.1,Playoffs
1992-93,29,CHI,NBA,SG,19,783,30.1,0.553,0.136,0.32,5.0,14.9,10.0,29.4,2.7,1.6,7.0,38.0,3.3,1.1,4.4,0.27,9.0,1.9,10.9,2.5,Michael Jordan,Playoffs,29,CHI,NBA,SG,78,78,39.3,12.7,25.7,0.49,1.0,2.9,0.34,11.7,22.7,0.514,0.515,6.1,7.3,0.84,1.7,5.0,6.7,5.5,2.8,0.8,2.7,2.4,32.6,Regular Season
1992-93,29,CHI,NBA,SG,19,783,30.1,0.553,0.136,0.32,5.0,14.9,10.0,29.4,2.7,1.6,7.0,38.0,3.3,1.1,4.4,0.27,9.0,1.9,10.9,2.5,Michael Jordan,Playoffs,29,CHI,NBA,SG,19,19,41.2,13.2,27.8,0.47,1.5,3.8,0.39,11.7,24.0,0.489,0.502,7.2,8.9,0.81,1.7,5.1,6.7,6.0,2.1,0.9,2.4,3.1,35.1,Playoffs
1994-95,31,CHI,NBA,SG,17,668,22.1,0.493,0.079,0.337,4.4,16.2,10.3,24.2,2.3,1.5,7.0,33.2,1.2,1.1,2.3,0.167,2.0,0.7,2.7,0.8,Michael Jordan,Regular Season,31,CHI,NBA,SG,17,17,39.3,9.8,23.8,0.41,0.9,1.9,0.47,8.8,21.9,0.403,0.431,6.4,8.0,0.8,1.5,5.4,6.9,5.3,1.8,0.8,2.1,2.8,26.9,Regular Season
1994-95,31,CHI,NBA,SG,17,668,22.1,0.493,0.079,0.337,4.4,16.2,10.3,24.2,2.3,1.5,7.0,33.2,1.2,1.1,2.3,0.167,2.0,0.7,2.7,0.8,Michael Jordan,Regular Season,31,CHI,NBA,SG,10,10,42.0,12.0,24.8,0.48,1.1,3.0,0.37,10.9,21.8,0.5,0.506,6.4,7.9,0.81,2.0,4.5,6.5,4.5,2.3,1.4,4.1,3.0,31.5,Playoffs
1994-95,31,CHI,NBA,SG,10,420,24.8,0.557,0.121,0.319,6.0,12.7,9.5,22.5,3.0,2.8,12.7,35.7,0.7,0.6,1.3,0.15,3.7,2.7,6.5,0.9,Michael Jordan,Playoffs,31,CHI,NBA,SG,17,17,39.3,9.8,23.8,0.41,0.9,1.9,0.47,8.8,21.9,0.403,0.431,6.4,8.0,0.8,1.5,5.4,6.9,5.3,1.8,0.8,2.1,2.8,26.9,Regular Season
1994-95,31,CHI,NBA,SG,10,420,24.8,0.557,0.121,0.319,6.0,12.7,9.5,22.5,3.0,2.8,12.7,35.7,0.7,0.6,1.3,0.15,3.7,2.7,6.5,0.9,Michael Jordan,Playoffs,31,CHI,NBA,SG,10,10,42.0,12.0,24.8,0.48,1.1,3.0,0.37,10.9,21.8,0.5,0.506,6.4,7.9,0.81,2.0,4.5,6.5,4.5,2.3,1.4,4.1,3.0,31.5,Playoffs
1995-96,32,CHI,NBA,SG,82,3090,29.4,0.582,0.141,0.355,5.6,14.9,10.2,21.2,3.1,1.0,8.4,33.3,14.2,6.2,20.4,0.317,7.2,1.4,8.6,8.3,Michael Jordan,Regular Season,32,CHI,NBA,SG,82,82,37.7,11.2,22.6,0.5,1.4,3.2,0.44,9.8,19.4,0.506,0.525,6.7,8.0,0.84,1.8,4.8,6.6,4.3,2.2,0.5,2.4,2.4,30.4,Regular Season
1995-96,32,CHI,NBA,SG,82,3090,29.4,0.582,0.141,0.355,5.6,14.9,10.2,21.2,3.1,1.0,8.4,33.3,14.2,6.2,20.4,0.317,7.2,1.4,8.6,8.3,Michael Jordan,Regular Season,32,CHI,NBA,SG,18,18,40.7,10.4,22.6,0.46,1.4,3.4,0.41,9.0,19.2,0.47,0.49,8.5,10.4,0.82,1.7,3.2,4.9,4.1,1.8,0.3,2.3,2.7,30.7,Playoffs
1995-96,32,CHI,NBA,SG,18,733,26.7,0.564,0.152,0.459,4.9,10.2,7.4,21.2,2.5,0.7,7.9,32.9,3.4,1.3,4.7,0.306,8.1,0.0,8.1,1.9,Michael Jordan,Playoffs,32,CHI,NBA,SG,82,82,37.7,11.2,22.6,0.5,1.4,3.2,0.44,9.8,19.4,0.506,0.525,6.7,8.0,0.84,1.8,4.8,6.6,4.3,2.2,0.5,2.4,2.4,30.4,Regular Season
1995-96,32,CHI,NBA,SG,18,733,26.7,0.564,0.152,0.459,4.9,10.2,7.4,21.2,2.5,0.7,7.9,32.9,3.4,1.3,4.7,0.306,8.1,0.0,8.1,1.9,Michael Jordan,Playoffs,32,CHI,NBA,SG,18,18,40.7,10.4,22.6,0.46,1.4,3.4,0.41,9.0,19.2,0.47,0.49,8.5,10.4,0.82,1.7,3.2,4.9,4.1,1.8,0.3,2.3,2.7,30.7,Playoffs
1996-97,33,CHI,NBA,SG,82,3106,27.8,0.567,0.157,0.304,4.2,13.2,8.8,21.2,2.4,1.1,7.2,33.2,13.3,5.0,18.3,0.283,6.5,0.2,6.7,6.8,Michael Jordan,Regular Season,33,CHI,NBA,SG,82,82,37.9,11.2,23.1,0.48,1.4,3.6,0.39,9.9,19.5,0.507,0.516,5.9,7.0,0.84,1.4,4.5,5.9,4.3,1.7,0.5,2.0,1.9,29.6,Regular Season
1996-97,33,CHI,NBA,SG,82,3106,27.8,0.567,0.157,0.304,4.2,13.2,8.8,21.2,2.4,1.1,7.2,33.2,13.3,5.0,18.3,0.283,6.5,0.2,6.7,6.8,Michael Jordan,Regular Season,33,CHI,NBA,SG,19,19,42.3,11.9,26.2,0.45,0.7,3.5,0.2,11.3,22.7,0.497,0.469,6.5,7.8,0.83,2.2,5.7,7.9,4.8,1.6,0.9,2.6,2.4,31.1,Playoffs
1996-97,33,CHI,NBA,SG,19,804,27.1,0.524,0.135,0.297,5.9,16.4,10.9,25.7,2.1,1.9,8.0,35.5,2.5,1.5,3.9,0.235,6.8,1.9,8.7,2.2,Michael Jordan,Playoffs,33,CHI,NBA,SG,82,82,37.9,11.2,23.1,0.48,1.4,3.6,0.39,9.9,19.5,0.507,0.516,5.9,7.0,0.84,1.4,4.5,5.9,4.3,1.7,0.5,2.0,1.9,29.6,Regular Season
1996-97,33,CHI,NBA,SG,19,804,27.1,0.524,0.135,0.297,5.9,16.4,10.9,25.7,2.1,1.9,8.0,35.5,2.5,1.5,3.9,0.235,6.8,1.9,8.7,2.2,Michael Jordan,Playoffs,33,CHI,NBA,SG,19,19,42.3,11.9,26.2,0.45,0.7,3.5,0.2,11.3,22.7,0.497,0.469,6.5,7.8,0.83,2.2,5.7,7.9,4.8,1.6,0.9,2.6,2.4,31.1,Playoffs
1997-98,34,CHI,NBA,SG,82,3181,25.2,0.533,0.067,0.381,4.7,12.5,8.5,18.0,2.4,1.0,7.7,33.7,10.4,5.4,15.8,0.238,4.6,0.0,4.6,5.3,Michael Jordan,Regular Season,34,CHI,NBA,SG,82,82,38.8,10.7,23.1,0.46,0.4,1.5,0.27,10.4,21.5,0.482,0.473,6.9,8.8,0.78,1.6,4.2,5.8,3.5,1.7,0.5,2.3,1.8,28.7,Regular Season
1997-98,34,CHI,NBA,SG,82,3181,25.2,0.533,0.067,0.381,4.7,12.5,8.5,18.0,2.4,1.0,7.7,33.7,10.4,5.4,15.8,0.238,4.6,0.0,4.6,5.3,Michael Jordan,Regular Season,34,CHI,NBA,SG,21,21,41.5,11.6,25.0,0.46,0.6,2.0,0.3,11.0,23.0,0.476,0.474,8.6,10.6,0.81,1.6,3.5,5.1,3.5,1.5,0.6,2.1,2.2,32.4,Playoffs
1997-98,34,CHI,NBA,SG,21,872,28.1,0.545,0.082,0.424,4.5,11.0,7.6,19.9,2.1,1.1,6.7,36.6,3.6,1.2,4.8,0.265,7.1,-0.9,6.2,1.8,Michael Jordan,Playoffs,34,CHI,NBA,SG,82,82,38.8,10.7,23.1,0.46,0.4,1.5,0.27,10.4,21.5,0.482,0.473,6.9,8.8,0.78,1.6,4.2,5.8,3.5,1.7,0.5,2.3,1.8,28.7,Regular Season
1997-98,34,CHI,NBA,SG,21,872,28.1,0.545,0.082,0.424,4.5,11.0,7.6,19.9,2.1,1.1,6.7,36.6,3.6,1.2,4.8,0.265,7.1,-0.9,6.2,1.8,Michael Jordan,Playoffs,34,CHI,NBA,SG,21,21,41.5,11.6,25.0,0.46,0.6,2.0,0.3,11.0,23.0,0.476,0.474,8.6,10.6,0.81,1.6,3.5,5.1,3.5,1.5,0.6,2.1,2.2,32.4,Playoffs
2001-02,38,WAS,NBA,SF,60,2093,20.7,0.468,0.04,0.252,2.7,16.3,9.4,30.8,2.2,0.9,9.9,36.0,1.2,2.1,3.3,0.075,2.3,0.1,2.4,2.4,Michael Jordan,Regular Season,38,WAS,NBA,SF,60,53,34.9,9.2,22.1,0.42,0.2,0.9,0.22,9.0,21.2,0.426,0.42,4.4,5.6,0.79,0.8,4.8,5.7,5.2,1.4,0.4,2.7,2.0,22.9,Regular Season
2002-03,39,WAS,NBA,SF,82,3031,19.3,0.491,0.036,0.212,2.8,16.7,9.7,21.1,2.2,1.0,9.4,28.7,2.9,3.4,6.2,0.099,0.9,0.1,1.0,2.3,Michael Jordan,Regular Season,39,WAS,NBA,SF,82,67,37.0,8.3,18.6,0.45,0.2,0.7,0.29,8.1,18.0,0.45,0.45,3.2,4.0,0.8,0.9,5.2,6.1,3.8,1.5,0.5,2.1,2.1,20.0,Regular Season
1996-97,18,LAL,NBA,SG,71,1103,14.4,0.544,0.322,0.393,4.9,8.7,6.8,13.8,2.3,1.6,18.5,24.7,0.5,1.3,1.8,0.079,-0.9,-0.8,-1.7,0.1,Kobe Bryant,Regular Season,18,LAL,NBA,SG,71,6,15.5,2.5,5.9,0.42,0.7,1.9,0.37,1.8,4.0,0.437,0.477,1.9,2.3,0.83,0.7,1.2,1.9,1.3,0.7,0.3,1.6,1.4,7.6,Regular Season
1996-97,18,LAL,NBA,SG,71,1103,14.4,0.544,0.322,0.393,4.9,8.7,6.8,13.8,2.3,1.6,18.5,24.7,0.5,1.3,1.8,0.079,-0.9,-0.8,-1.7,0.1,Kobe Bryant,Regular Season,18,LAL,NBA,SG,9,0,14.8,2.3,6.1,0.38,0.7,2.6,0.27,1.7,3.6,0.469,0.436,2.9,3.3,0.88,0.1,1.1,1.2,1.2,0.3,0.2,1.6,2.6,8.2,Playoffs
1996-97,18,LAL,NBA,SG,9,133,12.5,0.543,0.418,0.545,0.9,9.2,5.1,16.4,1.3,1.3,17.0,29.8,0.0,0.1,0.1,0.042,-1.2,-1.5,-2.8,0.0,Kobe Bryant,Playoffs,18,LAL,NBA,SG,71,6,15.5,2.5,5.9,0.42,0.7,1.9,0.37,1.8,4.0,0.437,0.477,1.9,2.3,0.83,0.7,1.2,1.9,1.3,0.7,0.3,1.6,1.4,7.6,Regular Season
1996-97,18,LAL,NBA,SG,9,133,12.5,0.543,0.418,0.545,0.9,9.2,5.1,16.4,1.3,1.3,17.0,29.8,0.0,0.1,0.1,0.042,-1.2,-1.5,-2.8,0.0,Kobe Bryant,Playoffs,18,LAL,NBA,SG,9,0,14.8,2.3,6.1,0.38,0.7,2.6,0.27,1.7,3.6,0.469,0.436,2.9,3.3,0.88,0.1,1.1,1.2,1.2,0.3,0.2,1.6,2.6,8.2,Playoffs
1997-98,19,LAL,NBA,SG,79,2056,18.5,0.548,0.241,0.501,4.5,8.7,6.7,16.0,1.8,1.3,12.4,27.2,4.5,1.8,6.3,0.147,1.9,-1.7,0.2,1.1,Kobe Bryant,Regular Season,19,LAL,NBA,SG,79,1,26.0,4.9,11.6,0.42,0.9,2.8,0.32,4.0,8.8,0.456,0.469,4.6,5.8,0.79,1.0,2.1,3.1,2.5,0.9,0.5,2.0,2.3,15.4,Regular Season
1997-98,19,LAL,NBA,SG,79,2056,18.5,0.548,0.241,0.501,4.5,8.7,6.7,16.0,1.8,1.3,12.4,27.2,4.5,1.8,6.3,0.147,1.9,-1.7,0.2,1.1,Kobe Bryant,Regular Season,19,LAL,NBA,SG,11,0,20.0,2.8,6.9,0.41,0.3,1.3,0.23,2.5,5.6,0.452,0.428,2.8,4.1,0.68,0.6,1.3,1.9,1.5,0.3,0.7,1.0,2.5,8.7,Playoffs
1997-98,19,LAL,NBA,SG,11,220,12.8,0.501,0.184,0.592,3.8,7.8,5.8,12.1,0.7,2.7,10.3,22.5,0.3,0.0,0.2,0.046,-3.0,-0.5,-3.5,-0.1,Kobe Bryant,Playoffs,19,LAL,NBA,SG,79,1,26.0,4.9,11.6,0.42,0.9,2.8,0.32,4.0,8.8,0.456,0.469,4.6,5.8,0.79,1.0,2.1,3.1,2.5,0.9,0.5,2.0,2.3,15.4,Regular Season
1997-98,19,LAL,NBA,SG,11,220,12.8,0.501,0.184,0.592,3.8,7.8,5.8,12.1,0.7,2.7,10.3,22.5,0.3,0.0,0.2,0.046,-3.0,-0.5,-3.5,-0.1,Kobe Bryant,Playoffs,19,LAL,NBA,SG,11,0,20.0,2.8,6.9,0.41,0.3,1.3,0.23,2.5,5.6,0.452,0.428,2.8,4.1,0.68,0.6,1.3,1.9,1.5,0.3,0.7,1.0,2.5,8.7,Playoffs
1998-99,20,LAL,NBA,SG,50,1896,18.9,0.549,0.13,0.375,3.3,12.7,8.1,17.5,2.0,1.9,14.7,25.3,3.7,1.5,5.2,0.13,2.0,0.3,2.3,2.1,Kobe Bryant,Regular Season,20,LAL,NBA,SG,50,50,37.9,7.2,15.6,0.46,0.5,2.0,0.25,6.7,13.6,0.494,0.482,4.9,5.8,0.84,1.1,4.2,5.3,3.8,1.4,1.0,3.1,3.1,19.9,Regular Season
1998-99,20,LAL,NBA,SG,50,1896,18.9,0.549,0.13,0.375,3.3,12.7,8.1,17.5,2.0,1.9,14.7,25.3,3.7,1.5,5.2,0.13,2.0,0.3,2.3,2.1,Kobe Bryant,Regular Season,20,LAL,NBA,SG,8,8,39.4,7.6,17.8,0.43,1.0,2.9,0.34,6.6,14.9,0.445,0.458,3.5,4.4,0.8,1.6,5.3,6.9,4.6,1.9,1.3,3.9,3.0,19.8,Playoffs
1998-99,20,LAL,NBA,SG,8,315,19.1,0.502,0.162,0.246,4.5,16.3,10.0,21.7,2.5,2.5,16.5,27.2,0.2,0.2,0.4,0.06,-0.2,3.4,3.3,0.4,Kobe Bryant,Playoffs,20,LAL,NBA,SG,50,50,37.9,7.2,15.6,0.46,0.5,2.0,0.25,6.7,13.6,0.494,0.482,4.9,5.8,0.84,1.1,4.2,5.3,3.8,1.4,1.0,3.1,3.1,19.9,Regular Season
1998-99,20,LAL,NBA,SG,8,315,19.1,0.502,0.162,0.246,4.5,16.3,10.0,21.7,2.5,2.5,16.5,27.2,0.2,0.2,0.4,0.06,-0.2,3.4,3.3,0.4,Kobe Bryant,Playoffs,20,LAL,NBA,SG,8,8,39.4,7.6,17.8,0.43,1.0,2.9,0.34,6.6,14.9,0.445,0.458,3.5,4.4,0.8,1.6,5.3,6.9,4.6,1.9,1.3,3.9,3.0,19.8,Playoffs
1999-00,21,LAL,NBA,SG,66,2524,21.7,0.546,0.122,0.341,4.6,12.9,8.8,22.4,2.2,1.7,11.8,26.8,6.1,4.5,10.6,0.202,3.6,1.7,5.3,4.7,Kobe Bryant,Regular Season,21,LAL,NBA,SG,66,62,38.2,8.4,17.9,0.47,0.7,2.2,0.32,7.7,15.7,0.489,0.488,5.0,6.1,0.82,1.6,4.7,6.3,4.9,1.6,0.9,2.8,3.3,22.5,Regular Season
1999-00,21,LAL,NBA,SG,66,2524,21.7,0.546,0.122,0.341,4.6,12.9,8.8,22.4,2.2,1.7,11.8,26.8,6.1,4.5,10.6,0.202,3.6,1.7,5.3,4.7,Kobe Bryant,Regular Season,21,LAL,NBA,SG,22,22,39.0,7.9,17.9,0.44,1.0,2.9,0.34,6.9,15.0,0.461,0.47,4.3,5.7,0.75,1.2,3.3,4.5,4.4,1.5,1.5,2.5,4.0,21.1,Playoffs
1999-00,21,LAL,NBA,SG,22,857,19.3,0.517,0.162,0.32,3.4,9.9,6.6,19.8,2.0,2.9,10.9,26.7,1.5,0.5,2.1,0.115,1.5,1.8,3.3,1.2,Kobe Bryant,Playoffs,21,LAL,NBA,SG,66,62,38.2,8.4,17.9,0.47,0.7,2.2,0.32,7.7,15.7,0.489,0.488,5.0,6.1,0.82,1.6,4.7,6.3,4.9,1.6,0.9,2.8,3.3,22.5,Regular Season
1999-00,21,LAL,NBA,SG,22,857,19.3,0.517,0.162,0.32,3.4,9.9,6.6,19.8,2.0,2.9,10.9,26.7,1.5,0.5,2.1,0.115,1.5,1.8,3.3,1.2,Kobe Bryant,Playoffs,21,LAL,NBA,SG,22,22,39.0,7.9,17.9,0.44,1.0,2.9,0.34,6.9,15.0,0.461,0.47,4.3,5.7,0.75,1.2,3.3,4.5,4.4,1.5,1.5,2.5,4.0,21.1,Playoffs
2000-01,22,LAL,NBA,SG,68,2783,24.5,0.552,0.132,0.369,4.3,11.8,8.1,23.0,2.1,1.1,11.1,31.8,9.2,2.2,11.3,0.196,5.3,-1.0,4.2,4.4,Kobe Bryant,Regular Season,22,LAL,NBA,SG,68,68,40.9,10.3,22.2,0.46,0.9,2.9,0.31,9.4,19.3,0.489,0.484,7.0,8.2,0.85,1.5,4.3,5.9,5.0,1.7,0.6,3.2,3.3,28.5,Regular Season
2000-01,22,LAL,NBA,SG,68,2783,24.5,0.552,0.132,0.369,4.3,11.8,8.1,23.0,2.1,1.1,11.1,31.8,9.2,2.2,11.3,0.196,5.3,-1.0,4.2,4.4,Kobe Bryant,Regular Season,22,LAL,NBA,SG,16,16,43.4,10.5,22.4,0.47,0.7,2.1,0.33,9.8,20.3,0.485,0.485,7.8,9.4,0.83,1.8,5.4,7.3,6.1,1.6,0.8,3.2,3.3,29.4,Playoffs
2000-01,22,LAL,NBA,SG,16,694,25.0,0.555,0.095,0.422,4.7,13.3,9.1,25.4,1.9,1.3,10.7,30.3,2.6,1.2,3.8,0.26,6.5,0.8,7.3,1.6,Kobe Bryant,Playoffs,22,LAL,NBA,SG,68,68,40.9,10.3,22.2,0.46,0.9,2.9,0.31,9.4,19.3,0.489,0.484,7.0,8.2,0.85,1.5,4.3,5.9,5.0,1.7,0.6,3.2,3.3,28.5,Regular Season
2000-01,22,LAL,NBA,SG,16,694,25.0,0.555,0.095,0.422,4.7,13.3,9.1,25.4,1.9,1.3,10.7,30.3,2.6,1.2,3.8,0.26,6.5,0.8,7.3,1.6,Kobe Bryant,Playoffs,22,LAL,NBA,SG,16,16,43.4,10.5,22.4,0.47,0.7,2.1,0.33,9.8,20.3,0.485,0.485,7.8,9.4,0.83,1.8,5.4,7.3,6.1,1.6,0.8,3.2,3.3,29.4,Playoffs
2001-02,23,LAL,NBA,SG,80,3063,23.2,0.544,0.083,0.369,4.1,11.7,7.9,25.9,2.0,0.8,10.7,30.4,8.9,3.8,12.7,0.199,4.4,0.1,4.4,5.0,Kobe Bryant,Regular Season,23,LAL,NBA,SG,80,80,38.3,9.4,20.0,0.47,0.4,1.7,0.24,9.0,18.3,0.489,0.479,6.1,7.4,0.82,1.4,4.1,5.5,5.5,1.5,0.4,2.8,2.9,25.2,Regular Season
2001-02,23,LAL,NBA,SG,80,3063,23.2,0.544,0.083,0.369,4.1,11.7,7.9,25.9,2.0,0.8,10.7,30.4,8.9,3.8,12.7,0.199,4.4,0.1,4.4,5.0,Kobe Bryant,Regular Season,23,LAL,NBA,SG,19,19,43.8,9.8,22.7,0.43,1.2,3.1,0.39,8.7,19.6,0.442,0.459,5.8,7.6,0.76,1.5,4.4,5.8,4.6,1.4,0.9,2.8,3.4,26.6,Playoffs
2001-02,23,LAL,NBA,SG,19,833,20.5,0.511,0.135,0.336,3.8,10.6,7.3,20.2,1.7,1.5,9.8,29.8,1.7,0.8,2.6,0.148,2.4,0.8,3.3,1.1,Kobe Bryant,Playoffs,23,LAL,NBA,SG,80,80,38.3,9.4,20.0,0.47,0.4,1.7,0.24,9.0,18.3,0.489,0.479,6.1,7.4,0.82,1.4,4.1,5.5,5.5,1.5,0.4,2.8,2.9,25.2,Regular Season
2001-02,23,LAL,NBA,SG,19,833,20.5,0.511,0.135,0.336,3.8,10.6,7.3,20.2,1.7,1.5,9.8,29.8,1.7,0.8,2.6,0.148,2.4,0.8,3.3,1.1,Kobe Bryant,Playoffs,23,LAL,NBA,SG,19,19,43.8,9.8,22.7,0.43,1.2,3.1,0.39,8.7,19.6,0.442,0.459,5.8,7.6,0.76,1.5,4.4,5.8,4.6,1.4,0.9,2.8,3.4,26.6,Playoffs
2002-03,24,LAL,NBA,SG,82,3401,26.2,0.55,0.168,0.371,3.5,15.3,9.3,27.2,2.8,1.4,11.4,32.9,11.0,4.0,14.9,0.21,6.1,0.3,6.4,7.1,Kobe Bryant,Regular Season,24,LAL,NBA,SG,82,82,41.5,10.6,23.5,0.45,1.5,4.0,0.38,9.1,19.5,0.465,0.483,7.3,8.7,0.84,1.3,5.6,6.9,5.9,2.2,0.8,3.5,2.7,30.0,Regular Season
